Id,SalePrice
1461,118097.94224
1462,163686.76762
1463,183861.54891
1464,203304.50129
1465,202400.96763
1466,171696.07507
1467,176332.9622
1468,160586.29009
1469,207763.45928
1470,111703.9251
1471,185459.15949
1472,94286.638893
1473,96115.358954
1474,155802.50853
1475,115174.3244
1476,354758.99209
1477,255352.45353
1478,315371.40944
1479,314052.075
1480,467506.23641
1481,340770.39575
1482,218967.475
1483,180425.09219
1484,164211.23869
1485,182105.81785
1486,194714.86466
1487,308511.79732
1488,238888.36882
1489,197233.92225
1490,227223.18995
1491,189981.94533
1492,97862.197899
1493,189870.96593
1494,290901.59745
1495,299265.23418
1496,223981.31567
1497,187650.03797
1498,172572.0098
1499,163323.00869
1500,158116.18011
1501,176185.14502
1502,152399.63041
1503,269363.15439
1504,245171.07617
1505,231054.89062
1506,196117.33363
1507,237138.8433
1508,196050.53405
1509,163571.5874
1510,137403.12721
1511,143366.45756
1512,174297.79944
1513,143177.03447
1514,139025.04478
1515,211887.36922
1516,163888.81709
1517,185174.6312
1518,128374.94355
1519,203881.78737
1520,125828.84335
1521,129755.09893
1522,173605.06177
1523,114245.38349
1524,128147.80987
1525,121031.66392
1526,107487.83208
1527,102864.7682
1528,145396.06578
1529,140473.58037
1530,192994.7136
1531,98417.172773
1532,100713.059
1533,149835.08345
1534,122631.46743
1535,165856.85202
1536,113347.93271
1537,52497.772282
1538,138286.80536
1539,174696.77343
1540,92435.940274
1541,145419.2853
1542,147622.22472
1543,185889.87827
1544,91602.659588
1545,115827.80096
1546,140251.87572
1547,140492.50619
1548,143445.74033
1549,121362.34509
1550,133077.56967
1551,113416.98089
1552,124014.43289
1553,139890.61235
1554,117874.33437
1555,174895.22809
1556,96132.316181
1557,111303.27526
1558,107586.81923
1559,70996.308276
1560,134075.70773
1561,119872.278
1562,129156.0567
1563,118650.16654
1564,163815.55815
1565,151681.76931
1566,253830.35447
1567,79461.16148
1568,228863.72666
1569,111564.13485
1570,144867.87514
1571,128775.31393
1572,139137.02416
1573,253076.3805
1574,118101.28554
1575,225352.26017
1576,236454.15605
1577,178560.35419
1578,139121.67887
1579,145737.84083
1580,200597.08348
1581,159278.38015
1582,130470.85054
1583,271568.46108
1584,212691.71068
1585,139450.53806
1586,67203.581792
1587,96364.049057
1588,149044.23746
1589,95227.11669
1590,139332.63868
1591,91709.858493
1592,122180.27467
1593,118934.39124
1594,135358.92345
1595,107970.31334
1596,233581.60575
1597,199832.44507
1598,234071.28558
1599,183084.80781
1600,173604.2475
1601,58812.362131
1602,105157.70186
1603,77248.369448
1604,260128.70405
1605,240797.60734
1606,177312.23844
1607,167822.8449
1608,214783.11833
1609,186936.98726
1610,153455.21206
1611,141663.96836
1612,177793.5299
1613,166529.0097
1614,122245.44715
1615,92716.459997
1616,79347.858156
1617,91976.640769
1618,127971.22371
1619,134602.7068
1620,136469.00239
1621,143196.45595
1622,147027.14242
1623,266271.97497
1624,212124.57598
1625,117722.35871
1626,167740.07382
1627,188228.89844
1628,286205.01916
1629,177938.97239
1630,339241.97109
1631,236454.37898
1632,253749.20204
1633,166584.94768
1634,184022.73966
1635,178753.7829
1636,158111.51785
1637,194616.27236
1638,183956.38979
1639,184936.05501
1640,254482.01707
1641,185969.88103
1642,262909.23374
1643,231127.85709
1644,244549.01326
1645,197186.17812
1646,161155.07319
1647,160279.3106
1648,128831.273
1649,143009.34224
1650,105807.42067
1651,124556.53944
1652,97209.337462
1653,98935.072643
1654,147712.33113
1655,135117.0753
1656,145697.80166
1657,148976.87746
1658,145477.42653
1659,117903.55099
1660,154828.3049
1661,420551.86218
1662,402302.94641
1663,376716.51715
1664,486546.18097
1665,307625.11859
1666,335265.82025
1667,387260.19418
1668,330969.80633
1669,320235.43145
1670,344373.00183
1671,269660.41225
1672,404901.75152
1673,287890.03818
1674,246707.68027
1675,213433.62039
1676,206486.44645
1677,227575.46575
1678,418420.93383
1679,399413.25443
1680,323203.55617
1681,251241.45931
1682,319180.63094
1683,193840.94262
1684,183701.56636
1685,179586.58876
1686,174568.44384
1687,165890.11078
1688,189140.82315
1689,190837.66148
1690,195037.06432
1691,182557.58731
1692,246261.28578
1693,171266.65991
1694,181119.7501
1695,159691.15206
1696,257695.79621
1697,169244.19745
1698,344932.12499
1699,309133.50101
1700,261501.04921
1701,288106.89677
1702,248130.91408
1703,251629.93147
1704,286309.79796
1705,248048.16778
1706,428523.93713
1707,207639.13705
1708,202698.35774
1709,251543.08007
1710,225672.97258
1711,260271.33216
1712,257673.25001
1713,288272.30022
1714,230533.45697
1715,216846.67326
1716,180791.48165
1717,169152.17333
1718,137909.90259
1719,211423.00226
1720,233222.48025
1721,167841.0858
1722,135409.3679
1723,162698.87234
1724,186093.81755
1725,230146.81136
1726,186239.05881
1727,153113.8818
1728,171774.32221
1729,164538.51949
1730,157917.56841
1731,121100.08476
1732,128682.91064
1733,111210.26553
1734,118273.15557
1735,137842.55869
1736,116165.93217
1737,332034.08789
1738,278801.77044
1739,250147.63672
1740,209099.43304
1741,186000.35253
1742,176500.42318
1743,184136.52463
1744,333401.0499
1745,202423.75255
1746,188405.90914
1747,216378.77529
1748,220966.37797
1749,149269.17977
1750,131975.2371
1751,250681.24167
1752,115670.12512
1753,149269.66122
1754,183734.1032
1755,168674.89129
1756,127737.2037
1757,123018.68954
1758,141179.79785
1759,172527.42896
1760,157234.26967
1761,136111.40205
1762,180079.07555
