Id,SalePrice
1461,116011.00787
1462,155928.47389
1463,173072.73226
1464,194383.95847
1465,187904.62716
1466,174696.5854
1467,175305.72732
1468,168365.66507
1469,204620.44038
1470,110176.80709
1471,201455.76221
1472,105115.75213
1473,101159.81785
1474,152577.62828
1475,124715.52857
1476,341516.02387
1477,235322.65059
1478,307623.78867
1479,306278.98912
1480,421185.59394
1481,299996.09446
1482,218960.11533
1483,186187.53684
1484,171759.96939
1485,194236.36366
1486,204526.76939
1487,309501.48492
1488,235839.83329
1489,186371.98017
1490,221094.07936
1491,198820.79053
1492,101909.54617
1493,192675.41026
1494,276397.78003
1495,276020.42789
1496,227239.28704
1497,184672.99791
1498,161026.61332
1499,163954.96633
1500,154264.92935
1501,169385.53072
1502,149708.15674
1503,265760.42278
1504,235182.08938
1505,217478.2374
1506,194863.58836
1507,234993.10656
1508,195261.59679
1509,163537.06894
1510,141798.73144
1511,141790.98851
1512,165574.99698
1513,158845.81531
1514,153034.23258
1515,200459.24477
1516,162610.26594
1517,176497.60199
1518,144226.58766
1519,212010.28138
1520,127912.66605
1521,129379.15219
1522,179241.31242
1523,112401.44254
1524,125986.17853
1525,118786.36755
1526,117145.47493
1527,103608.8594
1528,149591.76991
1529,135493.72188
1530,184836.57529
1531,112205.70662
1532,101120.98036
1533,144350.91449
1534,135111.17683
1535,158362.37272
1536,117099.35608
1537,57051.853394
1538,156665.60972
1539,188002.81769
1540,105550.8769
1541,149688.54505
1542,138744.32741
1543,184436.88949
1544,84633.1943
1545,116834.46264
1546,133990.86861
1547,131053.27225
1548,132842.19247
1549,110490.92372
1550,128969.00558
1551,123005.82043
1552,125581.48385
1553,142173.44093
1554,126132.9899
1555,159685.05406
1556,98084.128018
1557,110559.25731
1558,106203.56353
1559,80301.073453
1560,135579.13927
1561,126362.74501
1562,130938.73728
1563,118729.17849
1564,161898.23433
1565,147852.99067
1566,228499.41401
1567,81067.551461
1568,210480.21916
1569,117889.70623
1570,154629.17072
1571,131404.60463
1572,141545.77203
1573,246146.27775
1574,129862.50119
1575,218940.20446
1576,218615.05501
1577,188967.4563
1578,146190.26632
1579,141372.92146
1580,198763.7317
1581,152179.0596
1582,124223.62685
1583,276857.64453
1584,220895.75396
1585,141153.48441
1586,72118.112759
1587,106143.39713
1588,143487.29156
1589,101074.57397
1590,148030.68932
1591,95965.536509
1592,126950.58838
1593,127570.46022
1594,133616.3416
1595,116039.29226
1596,218936.58422
1597,177563.08753
1598,217113.00876
1599,180015.59371
1600,176893.83201
1601,54411.523679
1602,116630.03763
1603,92061.29744
1604,256236.94399
1605,251809.63911
1606,172589.46687
1607,190925.02613
1608,221937.24774
1609,186844.33557
1610,146862.8288
1611,152647.48056
1612,181935.01698
1613,166505.27437
1614,123140.88203
1615,92229.844907
1616,84811.391518
1617,95246.559583
1618,123385.62683
1619,135091.451
1620,156971.53217
1621,139401.88567
1622,137291.509
1623,262537.30355
1624,210803.75009
1625,122183.07771
1626,175588.17216
1627,183783.1089
1628,270325.69329
1629,185226.48757
1630,315492.32444
1631,214749.09762
1632,235113.11546
1633,175020.5779
1634,189158.05783
1635,179799.84221
1636,165590.9361
1637,181647.91184
1638,198480.22501
1639,191183.57943
1640,248127.68433
1641,187888.52722
1642,237343.77909
1643,224374.77032
1644,229361.18405
1645,180936.63014
1646,162699.7276
1647,169095.02011
1648,133123.9944
1649,135881.9053
1650,105212.39504
1651,115796.84973
1652,109173.62939
1653,111649.28413
1654,148990.30104
1655,144264.62998
1656,147482.94262
1657,150068.12194
1658,148699.78791
1659,123608.11998
1660,150652.11866
1661,399116.35668
1662,371488.43908
1663,351020.71528
1664,448937.06997
1665,307582.07605
1666,311120.56634
1667,359468.42231
1668,323990.95569
1669,303978.86316
1670,334936.58445
1671,241798.19654
1672,391403.91358
1673,268151.88562
1674,236901.84961
1675,186106.53512
1676,188147.10193
1677,217044.07684
1678,399428.55639
1679,355267.58879
1680,320512.29579
1681,265803.39051
1682,297880.69732
1683,191713.69229
1684,191485.07284
1685,178843.70362
1686,182310.47812
1687,179527.4764
1688,200057.65945
1689,200788.618
1690,203914.06784
1691,192597.13998
1692,274530.23399
1693,177353.05173
1694,184699.70382
1695,173876.36024
1696,256969.04064
1697,178283.91594
1698,311171.21437
1699,282761.81337
1700,237138.80735
1701,265870.8235
1702,238626.67237
1703,242001.60411
1704,260631.25941
1705,241246.86201
1706,393214.75189
1707,213486.66566
1708,197385.16518
1709,251889.59688
1710,222493.81813
1711,264847.6706
1712,245743.92545
1713,257635.82962
1714,216587.29144
1715,204009.23924
1716,190394.94305
1717,187174.30184
1718,147952.68268
1719,210078.52958
1720,232292.81008
1721,179290.03837
1722,137616.57608
1723,160504.53073
1724,203823.65367
1725,233967.5531
1726,185220.34635
1727,165933.43545
1728,189567.19131
1729,162477.19134
1730,177435.90826
1731,126205.34242
1732,123836.02483
1733,110230.03407
1734,120666.19227
1735,132460.63352
1736,113765.8295
1737,290045.59391
1738,234645.72642
1739,250943.31931
1740,197995.39245
1741,180962.74364
1742,169451.90166
1743,180312.83546
1744,291797.53187
1745,207361.34467
1746,209044.44363
1747,215851.66971
1748,217599.83471
1749,147268.478
1750,140125.29535
1751,245324.90342
1752,113961.79503
1753,152661.67622
1754,191622.39391
1755,169378.24119
1756,115869.42059
1757,115848.75397
1758,136609.1362
1759,169260.8092
1760,160391.42495
1761,144959.8388
1762,165885.83389
1763,190962.41661
1764,118085.32578
1765,179322.3796
1766,177759.2305
1767,211827.9667
1768,134581.25387
1769,179473.64581
1770,149220.95549
1771,120062.4368
1772,136692.00079
1773,125668.5507
1774,155881.55572
1775,139057.26742
1776,123489.46303
1777,109030.34504
1778,139699.90704
1779,112910.22741
1780,186748.97853
1781,128093.41781
1782,80650.599454
1783,141928.28403
1784,97607.960243
1785,127964.27769
1786,147823.15636
1787,174874.45588
1788,53156.860537
1789,103936.96607
1790,74074.753027
1791,191416.87953
1792,158305.44426
1793,145744.61434
1794,157161.65669
1795,137577.92321
1796,129191.1868
1797,118101.56086
1798,119487.12215
1799,106068.72749
1800,125508.90979
1801,126458.49516
1802,151497.04386
1803,159019.95142
1804,139168.97534
1805,142865.36609
1806,138214.82924
1807,140305.83866
1808,123285.92753
1809,118268.07696
1810,132360.33497
1811,98458.687246
1812,101301.8901
1813,123917.32695
1814,90757.710729
1815,51718.513786
1816,99940.434867
1817,104991.93764
1818,156408.29889
1819,141109.90808
1820,72519.062191
1821,131649.76295
1822,153818.97013
1823,54620.306066
1824,137692.97179
1825,128822.18519
1826,101917.69128
1827,104727.09506
1828,131213.88688
1829,122866.20835
1830,146616.56773
1831,166412.89781
1832,89137.718742
1833,145855.95572
1834,131877.93002
1835,133400.20259
1836,138204.85713
1837,83027.212084
1838,137552.30218
1839,96152.707755
1840,146478.18548
1841,141426.74712
1842,99808.196145
1843,125713.47364
1844,144484.95673
1845,146186.94997
1846,153023.39033
1847,165794.95217
1848,50380.13973
1849,123157.99628
1850,124492.86914
1851,160170.75105
1852,128065.43597
1853,131314.27518
1854,177934.22743
1855,169385.30638
1856,225525.67845
1857,166575.92628
1858,158770.86469
1859,138156.44221
1860,153406.61167
1861,140634.14803
1862,298637.01655
1863,289171.93096
1864,289259.43055
1865,324879.15656
1866,328912.32966
1867,228891.76769
1868,290548.86712
1869,203781.69069
1870,219814.61023
1871,264108.38934
1872,177861.32698
1873,225515.24407
1874,143347.77462
1875,208917.6749
1876,197725.44221
1877,211062.11074
1878,214603.15194
1879,124906.85402
1880,131435.8165
1881,229175.91903
1882,248025.11483
1883,196673.25949
1884,207858.04589
1885,247253.1326
1886,290769.51245
1887,210823.79435
1888,253266.75716
1889,173934.16647
1890,124035.02366
1891,147808.71582
1892,97572.607057
1893,136790.43792
1894,137073.97335
1895,149608.37593
1896,130238.80097
1897,113459.27821
1898,124730.51833
1899,160299.12105
1900,150893.3696
1901,160388.09965
1902,138233.02375
1903,206159.17342
1904,138565.9757
1905,189189.61242
1906,164145.97646
1907,204836.9862
1908,120442.33636
1909,137253.95939
1910,128641.3424
1911,204894.26962
1912,316871.96773
1913,142402.13876
1914,73789.26298
1915,277150.37244
1916,59420.060016
1917,246548.56183
1918,144400.92506
1919,178457.8793
1920,165523.8954
1921,360052.85483
1922,317520.07249
1923,219406.20775
1924,227244.49584
1925,201976.83299
1926,353581.93946
1927,131426.7091
1928,161218.6588
1929,117746.28627
1930,138071.0592
1931,139218.22551
1932,140283.39596
1933,165698.49683
1934,181517.78788
1935,165584.51306
1936,185311.05294
1937,185535.84533
1938,174492.43753
1939,255428.49562
1940,186386.65098
1941,181636.56805
1942,186157.57722
1943,211311.51834
1944,329386.0203
1945,347237.56898
1946,156901.84527
1947,310872.53932
1948,176913.88909
1949,247453.19199
1950,189863.88288
1951,248803.59746
1952,214431.68659
1953,169750.48861
1954,205827.60063
1955,136315.03123
1956,277574.79107
1957,170225.79267
1958,278194.37712
1959,148303.58858
1960,109543.88724
1961,120098.82325
1962,105712.71485
1963,108953.18393
1964,110068.37823
1965,145456.69001
1966,145022.13927
1967,268674.43757
1968,375192.98587
1969,358071.51827
1970,378101.04117
1971,418538.4496
1972,350577.58618
1973,253621.50678
1974,319574.21081
1975,429591.75281
1976,252935.96403
1977,330818.73688
1978,330903.15697
1979,310866.6437
1980,211921.66632
1981,323471.29137
1982,222266.96067
1983,215220.9059
1984,177948.44976
1985,217129.83911
1986,212018.92402
1987,186712.95091
1988,180832.67743
1989,201969.97865
1990,213569.67385
1991,217656.50614
1992,214003.32218
1993,183182.04891
1994,235193.71753
1995,193948.24329
1996,248796.80633
1997,322903.54
1998,282850.77352
1999,265819.72755
2000,284146.88737
2001,245360.86932
2002,251638.67582
2003,246345.55634
2004,250990.62156
2005,243784.15962
2006,213267.51702
2007,243996.75748
2008,193689.54825
2009,194730.90946
2010,199647.89772
2011,163357.43235
2012,181196.6222
2013,176823.82259
2014,182124.26746
2015,201038.146
2016,190437.2867
2017,192896.99615
2018,125707.53343
2019,134277.86277
2020,111984.43414
2021,102895.24537
2022,180496.44752
2023,151174.50116
2024,239853.1299
2025,322891.86305
2026,178490.52217
2027,154918.62745
2028,161015.27708
2029,161208.4329
2030,262456.73003
2031,238686.80059
2032,263212.99269
2033,253671.82167
2034,171372.73162
2035,216156.93442
2036,201060.26629
2037,202200.17208
2038,293876.05445
2039,215693.41456
2040,277808.43387
2041,279938.26188
2042,204235.39658
2043,169736.9004
2044,183843.55731
2045,210906.40282
2046,155838.76215
2047,142040.81855
2048,136521.33761
2049,156314.89212
2050,181377.74326
2051,109027.23891
2052,125843.60737
2053,146498.57058
2054,88227.622803
2055,152894.09788
2056,152977.55815
2057,116954.26222
2058,208195.3592
2059,132475.48395
2060,158722.09085
2061,182868.42946
2062,127178.82883
2063,118939.5153
2064,131406.01657
2065,115865.34954
2066,178684.34188
2067,138230.2749
2068,157753.27289
2069,91389.320571
2070,114972.36275
