Id,SalePrice
1461,119513.02801
1462,157914.53036
1463,166586.5057
1464,182485.61488
1465,201438.48315
1466,175775.57704
1467,169670.87655
1468,171033.63264
1469,195415.42893
1470,109711.73025
1471,195920.38636
1472,119824.12727
1473,112060.08086
1474,154191.80256
1475,137798.51828
1476,315855.70588
1477,243828.63023
1478,287461.18209
1479,277848.52108
1480,353190.38595
1481,273868.46957
1482,220211.8202
1483,186885.05931
1484,181678.39117
1485,185827.29739
1486,202543.39889
1487,289949.43044
1488,241176.40499
1489,194649.10761
1490,200954.30181
1491,202129.55542
1492,114590.4003
1493,185172.57226
1494,257578.54156
1495,257793.67096
1496,214804.31823
1497,193286.91365
1498,168279.9858
1499,166884.24718
1500,153514.25092
1501,166998.88552
1502,158136.71751
1503,249338.1007
1504,226906.56342
1505,209174.63871
1506,192070.96809
1507,215134.24605
1508,192870.23692
1509,167841.49183
1510,143207.11808
1511,142231.06175
1512,156750.36202
1513,170206.99653
1514,157219.29412
1515,187540.38691
1516,161842.74344
1517,158118.4051
1518,156134.12024
1519,210744.83813
1520,130118.30831
1521,134722.60868
1522,172922.30343
1523,114315.04546
1524,124371.21309
1525,121601.36424
1526,124539.41612
1527,108050.04827
1528,147469.64821
1529,136859.97836
1530,171561.21833
1531,116264.58778
1532,102409.98454
1533,142397.89572
1534,145037.65751
1535,151956.72977
1536,125645.52146
1537,69321.998478
1538,179648.15341
1539,202263.10658
1540,135406.80278
1541,156158.92656
1542,145081.04409
1543,189188.42426
1544,88386.22795
1545,126412.39458
1546,137429.41375
1547,129843.74312
1548,141353.24974
1549,117273.85532
1550,135060.21112
1551,131364.33127
1552,125823.2845
1553,144111.18529
1554,134017.77879
1555,156328.28472
1556,116716.26493
1557,121168.23289
1558,117660.71985
1559,108354.24893
1560,134426.69721
1561,134468.69051
1562,125193.72038
1563,119126.81094
1564,154379.99753
1565,141327.19167
1566,206916.80641
1567,93419.171766
1568,194924.67786
1569,111762.23544
1570,145004.70049
1571,124878.34649
1572,138120.53454
1573,221135.90525
1574,146384.73274
1575,201117.75672
1576,198320.03736
1577,195268.41232
1578,151225.34312
1579,140898.63174
1580,199708.55612
1581,139504.45672
1582,124359.68051
1583,266998.29663
1584,217250.51248
1585,146246.9988
1586,79533.249708
1587,116568.85178
1588,137055.99173
1589,110114.38134
1590,146433.27211
1591,98342.269167
1592,132716.62295
1593,127898.33455
1594,136010.19553
1595,126643.0128
1596,198910.24125
1597,171661.18941
1598,201729.03517
1599,181900.82184
1600,193705.5559
1601,55725.212631
1602,130932.75155
1603,95404.396695
1604,240951.00136
1605,240704.45285
1606,166945.32429
1607,205701.28622
1608,212135.98539
1609,194866.14183
1610,151735.74644
1611,148382.81752
1612,176178.4607
1613,163277.93911
1614,119488.61724
1615,93024.746433
1616,93087.379403
1617,99865.466804
1618,123843.97448
1619,128355.15612
1620,182374.11761
1621,141499.04673
1622,140470.02398
1623,243123.92941
1624,194123.20888
1625,131227.33805
1626,174307.29457
1627,181039.96341
1628,256133.62786
1629,192517.89346
1630,295983.67789
1631,222835.95889
1632,237468.21849
1633,180504.50291
1634,182323.57096
1635,170722.13542
1636,166564.32137
1637,165290.71791
1638,208353.91051
1639,189258.63506
1640,237414.66669
1641,192005.38797
1642,214672.68555
1643,228554.84649
1644,227889.99362
1645,164772.39327
1646,156469.4822
1647,177795.04354
1648,140868.40608
1649,129696.11196
1650,107961.17676
1651,114202.4282
1652,120446.92531
1653,120135.20163
1654,156232.20376
1655,158224.25526
1656,155180.48338
1657,157196.04802
1658,155622.58286
1659,137702.90237
1660,143218.75648
1661,339486.4746
1662,324384.67371
1663,312998.11655
1664,377864.68016
1665,289688.45184
1666,272583.02761
1667,305737.84725
1668,291653.20952
1669,274799.22956
1670,299297.05275
1671,227638.30487
1672,338807.41867
1673,261974.27817
1674,242871.13246
1675,181475.95551
1676,178000.9754
1677,205783.67744
1678,365693.42392
1679,300716.64035
1680,289855.65954
1681,255240.64573
1682,266500.59943
1683,195635.72483
1684,190870.35745
1685,174309.85217
1686,186403.17939
1687,181703.70255
1688,199197.4109
1689,198886.00972
1690,193818.82129
1691,183914.02503
1692,252477.42489
1693,183472.08471
1694,175948.74784
1695,180735.55965
1696,240627.80717
1697,180604.72086
1698,281149.12758
1699,263619.09908
1700,218256.6011
1701,247266.96849
1702,251462.75445
1703,247809.30558
1704,252604.60031
1705,236369.57286
