Id,SalePrice
1461,122009.05116
1462,159748.1984
1463,184308.14171
1464,197430.00719
1465,206342.01221
1466,173527.73674
1467,178619.82695
1468,161834.49429
1469,204073.41812
1470,113418.0408
1471,188452.31061
1472,95745.904345
1473,95360.191475
1474,152950.02109
1475,112647.57334
1476,358022.22851
1477,245861.32295
1478,310408.00185
1479,311144.7707
1480,465730.12482
1481,328738.56375
1482,214937.85575
1483,181068.56238
1484,163318.71836
1485,185993.57152
1486,193758.67475
1487,336858.85693
1488,236146.48698
1489,196539.83273
1490,255620.06707
1491,192111.15506
1492,91774.338252
1493,199428.52731
1494,289575.97079
1495,295736.21089
1496,237120.2018
1497,187803.97508
1498,168494.89155
1499,164755.67783
1500,159880.87961
1501,178535.32971
1502,149359.60919
1503,283315.23739
1504,243763.26945
1505,228937.62497
1506,189609.9143
1507,236879.59629
1508,194479.37564
1509,158756.27635
1510,140036.13102
1511,148620.00172
1512,183080.79867
1513,144619.52938
1514,147452.72738
1515,201568.35525
1516,163211.87045
1517,172797.24796
1518,131921.61558
1519,210903.87945
1520,126473.40542
1521,128607.63932
1522,182277.4392
1523,111643.7501
1524,125170.45616
1525,117901.4334
1526,108847.55785
1527,104152.9782
1528,146837.94162
1529,138983.73717
1530,196876.49225
1531,99766.47467
1532,104397.86935
1533,149424.73337
1534,120860.58941
1535,164532.06935
1536,114082.50947
1537,49770.315356
1538,140215.03213
1539,176436.49648
1540,88464.724064
1541,139069.7366
1542,148835.20944
1543,185020.07523
1544,90190.816037
1545,118219.44474
1546,135557.60303
1547,140547.4657
1548,138704.9208
1549,118285.1237
1550,133792.66704
1551,117754.38142
1552,122153.18084
1553,148064.38669
1554,118432.36311
1555,171133.05672
1556,92427.451661
1557,103284.13328
1558,100554.36638
1559,74812.396752
1560,135593.60223
1561,118298.74444
1562,130497.03294
1563,120514.56506
1564,159250.73758
1565,145904.12391
1566,255455.7934
1567,77700.73441
1568,232883.40712
1569,120437.94562
1570,145619.32254
1571,128200.89272
1572,142857.80687
1573,244601.71312
1574,111058.94553
1575,229364.84451
1576,228391.29239
1577,177831.6171
1578,136812.26149
1579,146391.56676
1580,198196.15734
1581,164078.9358
1582,128787.33503
1583,275146.10832
1584,213605.783
1585,141084.08834
1586,63348.92065
1587,96981.407182
1588,152193.97892
1589,93541.039518
1590,136564.00433
1591,93672.808373
1592,128168.64982
1593,126331.3509
1594,134474.47424
1595,110744.46149
1596,233443.6228
1597,198246.83643
1598,237131.2696
1599,181460.60357
1600,173516.92173
1601,60144.290076
1602,112677.1708
1603,72835.572687
1604,283654.59191
1605,235589.19495
1606,189678.85185
1607,171347.10951
1608,213335.71083
1609,186998.30102
1610,157327.03328
1611,144722.5396
1612,185865.76863
1613,166153.29109
1614,128405.90432
1615,91408.071751
1616,80168.646501
1617,90865.870905
1618,122937.31389
1619,137166.85868
1620,104711.0791
1621,139941.38023
1622,147062.79322
1623,270635.35053
1624,211358.19159
1625,114015.111
1626,169772.44152
1627,189407.35916
1628,272464.62439
1629,179763.82772
1630,357126.56277
1631,235029.21001
1632,249123.64784
1633,166912.87483
1634,185017.15967
1635,179607.74126
1636,155755.09559
1637,198332.97467
1638,181757.76744
1639,185247.32739
1640,250663.94723
1641,184982.5202
1642,254409.27896
1643,227323.64887
1644,238297.69582
1645,208463.34181
1646,159576.3326
1647,159894.84982
1648,130935.67368
1649,141923.13304
1650,106060.94317
1651,122137.48638
1652,100035.43548
1653,102310.48989
1654,147388.694
1655,135628.20819
1656,143997.19403
1657,148597.17859
1658,145315.31674
1659,115507.49589
1660,143817.77264
1661,429219.81892
1662,401839.64628
1663,376370.10547
1664,498704.04382
1665,310932.8651
1666,338931.18397
1667,387217.69353
1668,332198.9578
1669,323372.80475
1670,344926.94707
1671,263946.79077
1672,408787.1769
1673,285544.7529
1674,242809.04449
1675,208991.5498
1676,208848.69701
1677,226397.09535
1678,421698.56836
1679,405824.26731
1680,328179.10589
1681,252343.125
1682,325458.872
1683,190951.40864
1684,182124.87018
1685,178357.13957
1686,172100.43829
1687,166782.28684
1688,188166.38753
1689,189984.68535
1690,194237.23881
1691,182679.97901
1692,255627.49194
1693,170951.69213
1694,182629.03922
1695,160613.27249
1696,260125.25953
1697,167559.23305
1698,338141.11688
1699,312920.77384
1700,266688.15438
1701,285630.35759
1702,245583.80797
1703,250434.99942
1704,276812.22144
1705,251211.86095
1706,435553.93238
1707,217233.62011
1708,202835.15054
1709,250274.29954
1710,220409.60512
1711,274583.03847
1712,250150.40309
1713,281193.792
1714,231167.15811
1715,215246.9411
1716,175635.20391
1717,169255.07571
1718,139885.00541
1719,208314.93437
1720,228937.79647
1721,166158.04028
1722,138328.17461
1723,162410.56441
1724,188222.34964
1725,225329.79083
1726,190185.19081
1727,153423.3648
